"prod","title","format","stars","comment"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","The speaker is great. The sound is quality and it carries well","Style: Phantom Edition",4,"The speaker is great. The sound is quality and it carries well, even at moderate volumes. It feels sturdy and well built. Battery lasts longer than I would have thought and open, line-of-sight distance for the bluetooth connection seems pretty good. My only issue it with Logitech support. Since upgrading to Android 6.0, and now 6.0.1, I am unable to turn the speaker on from the UE Boom app as I had been able to before on Android 5.1.1. Going through Logitech e-mail support has taken weeks and I still have no solution to the issue. They goes days and days without responding and I have been asked for information I have already provided. Other than the customer service, it is a great speaker."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Top Quality Speaker","Style: Yeti Edition",5,"I went into this purchase expecting a high quality speaker. This speaker definitely exceeded expectations. My favorite feature is the sound quality and bass reproduction. The water proof speaker definitely gives you piece of mind, and I put it in the shower with me with no problems! If you're on the fence definitely take the leap."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Loud and Clear","Style: Phantom Edition",5,"Awesome. Very clear even at high volumes, and this thing gets pretty loud. Love the finish of the speaker, feels very sturdy and tough, certainly not worried about breaking it. Battery life is as reported and pairing and set up are a breeze."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great speaker, very good sound quality","Style: Phantom Edition",5,"Purchased for my son's birthday.  Great speaker,  very good sound quality,  very well built, and it BOOM'S!  Very loud for a portable bluetooth speaker. Against my wishes, my son submerged it in water to test it's waterproof capabilities. Yes it passed.  Highly recommend this speaker"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Apple-like in elegance, simplicity and quality","Style: BrainFreeze Edition",5,"I doubt you'll find a better truly portable Bluetooth speaker.  These babies put out a lot of great sound considering the small (but elegant) package.  My son says it transformed party life at his small college.  He can slide it into his back pocket and ride his bike with it blasting.  Wherever he goes, instant dance party.  He controls who can connect to the ""boomstick"".Battery life is terrific, build quality is great, and the device is almost Apple-like in elegance and simplicity.  Truly a five star product.  Pricey, but worth it."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","it is very loud and sound quality is great. I have had it for 4 months now ...","Style: Phantom Edition",3,"For how big it is, it is very loud and sound quality is great. I have had it for 4 months now and the battery only lasts about an hour. I am very disappointed after spending $190 and of coarse the warranty is over"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Boom 2 - Worth every dollar","Style: Phantom Edition",5,"I have had my Boom 2 for only a few weeks but as of right now I'm more than pleased. The sound is great, the device aesthetically pleasing, and the app to operate it is easy to use.  The battery life lasts as long as advertised.  I haven't tested its waterproof-ness, and I'm hoping I never do.  But its nice to know that should it fall into water, it will be good.  And the Bluetooth range is also as advertised.  In my opinion it was completely worth the higher price tag for the better quality product."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","and although there are some great models out there","Style: Phantom Edition",4,"I have owned a variety of portable Bluetooth speakers, and although there are some great models out there, this has been one of my favorites. The size and weight make it great for taking anywhere; and the battery life for the sound quality is pretty decent. (But like all tech guys I would always like more battery life!) (If battery life is important, and sound quality, I would recommend the Fugoo 2; which battery lasts twice as long!) Overall the speaker is great! I would have given it five stars, however, occasionally it will just disconnect from my phone, and while listening at full blast the battery dies fairly quickly. As a result of the disconnecting I have to turn on and off the speaker, or sometimes even resync the speaker to the phone to get it to stay connected. Although, this could simply be an issue with my phone, but it does not seem to do this with any other Bluetooth device."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great Speaker","Style: BrainFreeze Edition",5,"Would give it 4.5 stars but I can't.  Many positives, only one negative.  I'll outline.Have used Jawbone and other portable speakers.  Here is my unbiased comparison.1) Battery life is solid.  I can use it for days without wearing out the battery.2) Great Volume for it's size.3) Fits in a cupholder perfectly compared to the square/rectangle speakers4) No connection issues with bluetooth.5) Has great range away from phone.6) WaterproofThe ONLY ""wish"" item:I wish it had a pause/play button in addition to the tap controls.Love the device.  My favorite thus far of the jawbone and other portable speakers I have owned."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great speaker but POTENTIAL iOS App Glitch","Style: Tropical Edition",4,"I bought this in March elsewhere but wanted to share my experience.I love the size, shape, convenience and sound. The portability is another plus and getting it wet is great for outdoors. Everything was great and then it happend. I got their app from Apple's store and I noticed the battery level was showing 80% capacity even though it was fully charged. So, I wrote Logitech Tech Support and was instructed ( advised) to do a "" factory "" reset. Since then I cannot connect to more than one device ( including previously connected) even if the device had never been connected.Prior to the first factory reset .I recommend this highly. Just a warning in case you experience. In hindsight I regret going through this process when the speaker / battery was working great!Tech support is trying to correct or determine if it's a hardware / software problem with the speaker.Otherwise 5 Stars !!!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Amazing sound. Buy it.","Style: Yeti Edition",5,"Off the top... Buy it. I'm a audiophile and I must say the sound for this thing is amazing. I promise you won't be disapointed with the sound and money spent on it. I would say it would be useful for yourself, a group of friends/family hanging out having some beers, the beach, lake, pool, park. Not for a huge party."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great product overall","Style: Phantom Edition",5,"Very happy with this product. Definitely a good portable bluetooth speaker. It's loud, and quite good. Battery lasts quite long as I keep it in my bag for a couple days and it still has charge.Turning it on automatically connects to a bluetooth device, so that is very convenient."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Don't Update!","Style: Phantom Edition",2,"Beware of this speaker!  I may change my mind after I return my new UE Boom 2 to Logitech and get my replacement speaker.When I first bought this beautiful speaker, I fell in love with it. It was amazing. It was so easy to use with my IOS and android devices.  CNET was so right to say that it was an awesome speaker.Then I updated it. This has been a known problem after updating.  The speaker would no longer work anymore. I could control the volume from my iOS device but there was no sound at all.I called Logitech and after troubleshooting this speaker, he said to send it back to them for a replacement.  They provide free UPS return shipping.I will update this review again after a get my replacement speaker."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","This product is a great investment for a music lover","Style: BrainFreeze Edition",5,"I previously purchased a the Beats pill Bluetooth speaker. It was poorly designed producing mediocre sound.  I use the UE boom 2  as my go to travel speaker.  The mid range and bass are exceptional for a speaker of this size.  This product is a great investment for a music lover ,or a person such as me,who creates podcasts and voiceovers who  needs a solid travel speaker for work."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Best sound, great battery, loud...","Style: Phantom Edition",5,"As soon as I unboxed this speaker, I decided to start playing some music. It had amazing sound, and really fills the room. It gets very loud, enough that I can use it while working out at the outside gym, and can still hear the music easily. Even after a week of workouts (about 10 hours) and some play time in the office, it still had some juice left. The app seemed to hiccup once in a blue moon, but was otherwise reliable."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Awesome speakers. Great buy.","Style: Phantom Edition",5,"We bought these speakers on a whim and fell in love with them, they have an amazing sound and not overly bassy like Beats products in my opinion.I love that they're portable shockproof and water resistant. The battery life is awesome lasted through a whole party being moved around and played non stop.I don't necessarily use the device free control where you can tap the speaker to play, pause or skip song, but it works and is nice to have.Bluetooth connectivity is strong but when connecting two UE BOOM 2s sometimes it takes a few attempts but the app makes this process easier. Also I enjoy have an option for an auxiliary cord if Bluetooth isn't available.The packaging is really nice could be used as a carrying case on more rugged or long adventures although it may be too bulky for that.Included is a charger that feels well made and not flimsy or cheap, with a good cord length."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","and the range and battery life are fantastic. Highly recommend this speaker","Style: Yeti Edition",5,"I researched many bluetooth speakers before choosing one. Chose this for the waterproofing and sound quality, and it exceeds expectations. Bass is surprisingly clear, speaker gets plenty loud, and the range and battery life are fantastic. Highly recommend this speaker! I can't wait to get a second for the pairing feature."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","the quality of the speaker is really nice, honestly","Style: Phantom Edition",4,"I picked this up as a Father's Day present for my dad. The shipping was fast, the quality of the speaker is really nice, honestly. It took a little while for him to get used to it as the interface isn't super obvious at the beginning, as the buttons aren't clearly labeled. But after a brief internet search, he found out they have an app to support the speaker, giving a more thorough set of instructions and features, as well as some settings to tinker with the equalizer. The primary complaint with it is that the bass could certainly be stronger, but the sound on acoustics and vocals is pretty fantastic. Overall, he's quite happy with the product, so I am as well. It was packaged nicely in a nice carrying case.He's also looking forward to possibly ordering a second one to enable the stereo feature down the road."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Best Speaker I've Ordered","Style: Phantom Edition",5,"I've ordered a few speakers (waterproof and not) and this is by far my favorite so far.  Powerful sound, easy to connect, and great sound.  We will be brining this to the beach regularly.  My only complaint is that there is no manual included in the box (or at least not in mine), so figuring out some of the advanced functions (battery life, skipping tracks, etc) is not super intuitive.  A small search on the internet fixed that, though, and the product is fantastic - so 5 stars!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","UE BOOM 2 vs Competition","Style: BrainFreeze Edition",5,"At first i was reluctant because of the huge competition,JBL, Fugoo, Bose, Harmon, Philips etc., i started going to malls and listing to everything i could put my hands on but it was just too much choices: loudness vs quality, portability vs sound, lows vs mids vs highs, expensive vs cheap claiming to be great,  you name it. So i narrowed my search within the same price range / features and after lots of testing i ended up comparing Fugoo and UE BOOM 2, Fugoo is available in the local market so i could test how it sounds in person and believe me its a nice product the only issue i had with it is the weird shape and the not so clear lows, total loudness is great but place a flip 2 (not flip 3) next to it and it will demolish it (loudness and not quality). since UE Boom 2 is not available locally i had to depend on the reviews and believe me i read and saw lots mixed ones, a point that my wife looked at me one day and told me you did research on this thing more than you did on our honeymoon trip. Both are heavy on weather / shock proofing IPX7 and voice call feature, the deciding factor at the end was the looks (UE BOOM 2 brain-freeze edition won hands down) and battery life (Fugoo has the longest duration of them all claiming 40 hours its nice yes but a car charger / power bank and all the USBs and electrical sockets in the world can help solving this). despite me never knowing how it really sounds (you-tube is never accurate) eventually i chose to take the plunge on the UE BOOM 2 depending only on the reviews (its weird how humans have this infinite lust for mystery). Amazon did great with the delivery as usual and voila packaging check, looks check, built quality check, application installed and speaker updated check, its the moment of truth the speaker has only sole job to do and yessss it performs in the sound department, just what i wanted and visualized: lows, mids,  highs,  hip hop, house,  techno, classic you name it,  this tiny thing is awesome and with this price drop i would highly recommend it."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Easy to set up","Style: Green Machine Edition",5,"Easy to set up, runs for many hours on a charge. Fast portable easy way to share your phone/laptop music with your friends. I almost minus'd one star because it lacks a bit of low end, but given its tiny size it's amazing what it does put out. No regrets.  Throw it in your backpack waterbottle holder and make people remember why earbuds were invented."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","No APP for Windows Devices","Style: Phantom Edition",3,"There is no APP for windows devices for this product. If you have a windows phone be aware that you will not have access to the application nor is any development planned. Pretty lame. This will be my last Logitech purchase...there are just too many alternatives for everything they produce."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Holy crap","Style: Yeti Edition",5,"This is the speaker to get. It blows away other brands. It sounds wonderful. It's battery life and range are great. No, the bass won't shatter windows, but it's small, so you have to expect that. I have submerged mine in water to see if it would still work, and it does! If you're in the market this is the speaker to buy."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great as a speakerphone as well as a music player","Style: BrainFreeze Edition",5,"I have been in need of a replacement speakerphone for my jambox which has gone end of support and quite frankly has not been a great business class speakerphone.  I splurged on the boom 2 and love it.  Loud enough speaker and sensitive enough mic for use in my office as well as a large conference room"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Nice sound, but I have constant problems with the ...","Style: Phantom Edition",2,"Nice sound, but I have constant problems with the wireless connection between the speaker and my smart phone. When I use iHeart Radio, the speaker loses the connection after each song ends. It's a pain having to re-connect for each song. This has left me very frustrated and I would return the product, but I have too much going on right now..."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great speaker to bring to the beach or camping","Style: Yeti Edition",4,"Great speaker to bring to the beach or camping.  Reasonably loud for its size. Great battery life compared to many options out there, but if you use maximum volume you will not get nearly as much as advertised.  Using it at less than maximum i have used it for over 7hrs without charging, but it died around the 6 hr mark for me when on full blast the entire time.  You can double up with the original Boom, but it won't output in stereo, (one speaker acting as left, and one as right), with that model.  Bluetooth sync is easy, and all the controls are easy to use and learn."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Love it- sounds great!","Style: Phantom Edition",5,"Love this speaker!  The sound carries really well and it's very simple to use. I use it to teach yoga classes and carry it around to various places. It has held up very well and doesn't show scratches. Great product if you need a speaker that will hold up to being bumped around. I used a Bose sound link before this and I prefer the UE Boom!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Not your grandma's boombox........","Style: BrainFreeze Edition",5,"Purchased this for my 12 year old granddaughter's birthday. It sounds awesome. She takes it everywhere. Now her Dad wants the larger one. He previously purchased a Bose system and the UE Boom 2 beats it by a mile. She can drowned him out. If he's good, maybe Santa will bring him one for Christmas....."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Buy this one!","Style: BrainFreeze Edition",5,"Great sound quality, excellent bass for a small unit.  Amazing volume - and no distortion even when playing it loud!  Battery lasts FOREVER on a charge.  We've used it off and on on nice days this Spring and it's been over 2 weeks without recharging so far!  Stop looking at other portable bluetooth speakers and buy this one!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great Sound from a great speaker!","Style: Cherrybomb Edition",5,"This speaker is awesome.  Great sound and easy to use.  Waterproof is great as it makes it easy to take to parties, picnics, etc.  You can't beat this speaker.Volume buttons are huge and super easy to operate.  It has good connectivity range with my bluetooth devices so you can move around with your phone without it cutting out.Good base from this little speaker.Charge lasts for hours, so you can listen to music until your heart is content.Tap the top of the speaker to skip songs which is a convenient feature....as long as your annoying friends don't figure out how to use it and start skipping good songs on you!"
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Best musical purchase I've ever made","Style: Phantom Edition",5,"Absolutely the best music purchase I've ever made!! My son was given one as a graduation gift from high school and took it with him to college, so we missed it at the house. I bought one because I missed it so much!! I can hear it when I do yard work and all through the house during other chores. My son would use it during his showers which would last way too long!! The quality is great and the battery life is incredible too. On a medium volume, which is still relatively loud, it lasts easily up to 8 hours."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","WORST SUPPORT EVER! DON'T BUY IT!","Style: Green Machine Edition",1,"WORST SUPPORT EVER! DON'T BUY IT!Bought the BOOM 2 last month and never worked so well . I had trouble connecting the device the first time with my iPhone 6 and my MacBook Pro Retina ( Yosemite ) . After I downloaded the App EU got worse.The device controls didn't respond, I could control only by my iPhone. No device button seemed to work at all. So I went in Bluetooth option from my cell phone and clicked on "" forget this device "", and RESET the BOOM 2 by pressing the volume button - and the power button simultaneously for 10 seconds and after that the device never turn on again . I wrote about 4 emails to UE Logitech Support on their webpage, but never got any response . UE Logitech is not interested in support for anyone. It is NOT a serious company . I DO NOT RECOMMEND TO ANYONE. I want my money back."
"UE-Wireless-Bluetooth-Waterproof-Shockproof","Great sound, easy to use, what's not to love?!","Style: BrainFreeze Edition",5,"This is one of my best recent purchases! Bought it to take on trips and took it to Brazil for carnaval on the beach in southern Bahia. The sound works great out in the open, even on a windy beach, and I didn't have to worry about ocean spray and sand. Now back home I have it in my shower so I can listen to some tunes while cleaning up.It is a bit pricey, but for the quality delivered I thing it's totally worth it.Highly recommended!!"
