"","prod","title","author","date","review_format","stars","comments","n_helpful"
"153","Venom","Definitely worth Owning !","Michael Milligan","February 5, 2019","Format: Blu-rayVerified Purchase",5,"This was a very long time in the making and VENOM definitely delivered on everything ! Tom Hardy is the best choice for Eddie Brock/VENOM and the other cast members do a good job along with the director.",NA
"154","Venom","Not good","Amazon Customer","December 28, 2018","Format: Prime VideoVerified Purchase",2,"WOW, I cannot believe that this is the movie. Like, did someone lost a bet and was forced to produce this crap. I guess it is what its name is Venom.... a freaking poison to your brain for sitting through this so called super movie.",1
"155","Venom","Good Movie","Russell J. Johnson","January 5, 2019","Format: Prime VideoVerified Purchase",4,"I heard a lot of bad things about this movie so I wasn't expecting much but I enjoyed it! It has everything you want in an action movie and all of the performances were stellar! Watch it and enjoy!",NA
"156","Venom","Make sure you  find out if the items damaged or not after it arrives.","Nicolaas T. Rusticus","January 9, 2019","Verified Purchase",5,"I love the movie so much I watch it more than once a week.",1
"157","Venom","Good movie and great picture and sound quality on UHD","David_Jr","February 7, 2019","Format: Blu-rayVerified Purchase",5,"This movie was better than I expected it to be.  The Audio and Video were top notch.  Hope you have a good system to watch this.  We watched on a Sony 65 inch UHD with Denon 7.1 sound system.",NA
"158","Venom","This could have been really good","Bunko Artist","January 15, 2019","Format: Prime VideoVerified Purchase",1,"This movie is garbage. Topher Grace played a better Venom.",1
"159","Venom","Great movie","Catrina","December 28, 2018","Verified Purchase",5,"Great movie. My girls love it!! I have a 4 year old who is obsessed with Spider-Man and loved venom in the old Spider-Man movies. My ten year old didn’t even like these movies but really liked venom when we finished the movie!",NA
"160","Venom","Laughable and a waste of time and money","Amazon Customer","December 31, 2018","Format: Prime VideoVerified Purchase",1,"Terrible movie.  They made Tom Hardy reduce himself to a whiny sounding lispy little bitch.  Venom (the actual symbiot) started ok but then was turned into a retarded step brother who couldn’t quite understand why he can’t eat the family dog",1
"161","Venom","Disappointed","Shark Likes","January 6, 2019","Format: Prime VideoVerified Purchase",2,"Barely worth a free watch, don’t pay to watch this mess.",1
"162","Venom","Venom Rules!!!","Skjoldr Draugsson","December 26, 2018","Format: Blu-rayVerified Purchase",5,"Expectations met - product arrived as advertised! Quick delivery. Great movie!!!",1
"163","Venom","Great Movie","Chris Salas","December 22, 2018","Format: Prime VideoVerified Purchase",5,"Good story line, great action, very pleased with this movie",1
"164","Venom","Boring, that's spelled B-O-R-I-N-G","Plotfather","January 12, 2019","Verified Purchase",1,"Almost turned it off.  Can't believe this is put out by the same company that gave us The  Avengers and Thor.  Story line was totally uninteresting. Only redeeming feature was the special effects.",NA
"165","Venom","Different story line!","Frank  Mottis","February 21, 2019","Format: DVDVerified Purchase",4,"This is not the Venom of Spiderman!  It was a Interesting twist that made this movie Click.Tom Hardy played it well and I really did like the plot and how the Movie played out!",NA
"166","Venom","Loved it!","Dragonfly","February 23, 2019","Format: DVDVerified Purchase",5,"Before we watched this many had mixed reviews as though too dark. I found this brilliant in turning Venom into someone you will route for. Great comic relief and brilliant acting.",NA
"167","Venom","Complete lack of depth","kurt france","February 23, 2019","Format: Prime VideoVerified Purchase",1,"Very little to like, some humor but that is about it.  The plot and actions of most of the characters made little sense.  Venom decided to change his mind on the future of his race and our planet on what seemed like a whim.This movies is like cotton candy, tastes good for a second but no substance or nutritional value.  Leaves you with some regret and a mess on your face and hands when you are done.",NA
"168","Venom","Loved it","S. Scallon","December 22, 2018","Format: Prime VideoVerified Purchase",5,"Always been a huge fan of Venom. I like that this was an origin story and not just a slasher with no plot. Never like Eddie Brock, much, but this story really made them both work together. Great mix of graphic action, humor, moral question, all the good things that pull you into a movie. Opened up a lot of possibilities and future movies. Well Done.",NA
"169","Venom","So bad just so bad","ALZ","December 19, 2018","Format: Blu-rayVerified Purchase",2,"So bad just so bad looks like a cartoon but not as good I have every superhero movie those very few I don’t like even the really bad onesThis made me want to watch Wolverine origins on loop with my eyelids taped open",NA
"170","Venom","Majorly Flawed Yet Fun","Jonathan Passow","October 17, 2018","Format: Blu-ray",3,"As a whole, the movie is a terrible mess with countless plot holes. However, if you turn your brain off, its a boarder line decent popcorn summer film. The interaction between Eddie and Venom is really the best part and while the end cameo obviously sets up a sequel, we may never get it since Disney is purchasing Fox and all it's rights to these characters. If this version of Venom never shows up in the Marvel Cinematic Universe I would be completely ok with that.",20
"171","Venom","cheeeeeesy","Stephen L.","January 13, 2019","Verified Purchase",2,"Way to ruin  really good character in the Spider-Man universe. The movie was lame and uninteresting. I actually passed out twice trying to watch it. Only the third time did I force myself through it to know how lame it was",1
"172","Venom","Really good!","Kelly","January 7, 2019","Format: DVDVerified Purchase",5,"It was fantastic, my entire family loved it",1
"173","Venom","Good fun","Michael Carnell","January 6, 2019","Format: Prime VideoVerified Purchase",5,"OK, it isn't a great classic of dramatic cinema, but it is fun. Even my non-superhero loving wife liked it. Caught her recommending it to other because, as I said, it is just fun.",NA
"174","Venom","Solid fun","JD","December 27, 2018","Verified Purchase",4,"If you don't expect too much from this, you'll probably really enjoy it. Tom Hardy puts a ton of effort into this and really sells the movie. Fun action, a few laughs. I enjoyed it.",NA
"175","Venom","Venom...","Raa","December 26, 2018","Format: Prime VideoVerified Purchase",5,"I was quite surprised, it was entertaining...",1
"176","Venom","Great movie!","StephanieH","December 26, 2018","Format: Blu-rayVerified Purchase",5,"Loved it! Acting was stellar, loved Tom as Venom!",1
"177","Venom","Great movie!","J Katt","December 26, 2018","Format: Blu-rayVerified Purchase",5,"Great movie. Was a great Christmas present.",1
"178","Venom","Fun and funny","Barbara Davis","December 19, 2018","Format: Prime VideoVerified Purchase",5,"This is one of the better Marvel movies that I've seen.  Fun, funny, and interesting.  Action sequences were great but balanced with good story and humor.  My teen also enjoyed it.",NA
"179","Venom","UGH","DSHERESE","January 1, 2019","Format: Prime VideoVerified Purchase",1,"The costume was great as were the effects for it. The movie sucked. My 11 year old loved it.",1
"180","Venom","the tired Marvel formula","Oscar Sanchez Mendoza","December 28, 2018","Format: Prime VideoVerified Purchase",2,"The marvel superhero  movies are a sorry excuse for movie making.  Main character has an accident, gets a super power.  fights evil, loses girlfriend, fights evil genius-humanoid monster freak.  big catastrophic battle ensues.  the end.",1
"181","Venom","Venom without the spider","Amazon Customer","January 10, 2019","Format: Blu-rayVerified Purchase",5,"He didn't know I took my kids to go see this movie and it was both entertaining and action-filled, more so it was a good refresher from the depressing path in Marvel is taken.",NA
"182","Venom","Awesome!","StuckInTheMiddleWithYou","December 20, 2018","Format: Prime VideoVerified Purchase",5,"Just click play....you'll be happy you did!",1
"183","Venom","Great Fun","007","January 22, 2019","Format: DVDVerified Purchase",5,"Loved it!  It arrived on time, as described by Amazon & manufacturer, the packaging was undamaged, and the product itself was unmolested and made with quality materials.",NA
"184","Venom","Pleasantly surprised!","Amazon Customer","December 26, 2018","Format: Prime VideoVerified Purchase",5,"Loved this movie! Kind of wish we would have bought it!",1
"185","Venom","I loved the movie and humor","Stephanie E. Horn","December 26, 2018","Format: Blu-rayVerified Purchase",5,"A crazy movie and a lot of fun to watch",1
"186","Venom","Pequeña reseña"," Oscar Carrillo ","December 21, 2018","Verified Purchase",5,"El producto llegó en excelentes condiciones mucho antes de tiempo hace falta ver la película para después  recomendarla si vale la pena hacer el gasto para aquellos que no estén muy seguros en comprarlo en el formato 4K  por favor sigan trabajando con la misma eficacia de siempre",NA
"187","Venom","Don't listen to critics","Michelle.","December 15, 2018","Format: Prime VideoVerified Purchase",5,"This movie was just fun!  It had humor , action, a great actor in the lead...Critics get paid for being critical but I just paid for this movie AFTER seeing it in the theater.",NA
"188","Venom","Venom","J. Bruemmer","December 30, 2018","Format: Blu-rayVerified Purchase",5,"GREAT MOVE GET TODAY YOU WILL LIKE IT",1
"189","Venom","Interesting.","L Suggs","January 7, 2019","Format: Blu-rayVerified Purchase",5,"Good movie. Better than most reviews.",1
"190","Venom","Tom Hardy!!!!!","Stephanie Bedwell","January 8, 2019","Verified Purchase",5,"Wow, Tom Hardy!!! I loved this movie.  Saw it on the big screen,  and couldn't wait to buy it and watch it a few more times!!!The bonus content was great as well.",NA
"191","Venom","Miserable movie","Writergirl","February 1, 2019","Format: Prime VideoVerified Purchase",1,"I really want to like Tom Hardy. But this movie did not help with that. It wasn't fun or funny or clever or remotely entertaining. There was no heart to this at all.",NA
"192","Venom","Rotten Tomatoes got it all wrong! This is 98% FRESH!","T. Marble","December 30, 2018","Verified Purchase",5,"Fun, enjoyable movie. Classic old school superhero movie. No political agenda, no bs world building, just pop some popcorn and hang on!Tom Hardy is a genius!",NA
"193","Venom","Awesome movie !!","Amazon Customer","February 8, 2019","Format: Prime VideoVerified Purchase",5,"I was blown away by this movie, Venom is awesome. They did not hurt the Spiderman franchise with this movie, they've probably created a new Venom franchise !!",NA
"194","Venom","<U+2764><U+FE0F> this movie","Dawn Nordin","December 22, 2018","Format: Prime VideoVerified Purchase",5,"LOVE LISTENING VE THIS MOVIE!! So funny!  Can’t wait for round two!",1
"195","Venom","The truth","Night Train Express ","February 1, 2019","Format: Prime VideoVerified Purchase",2,"Don't waste your money. I really feel bad for Tom Hardy though, he's one of my favorite actors, he really deserves better. The acting was great but the plot and the cast were wrong all wrong.",NA
"196","Venom","Interesting","Ducelick","December 20, 2018","Format: Blu-rayVerified Purchase",5,"Decent movie that kept my interest.",1
"197","Venom","Awful movie","MARY BRYANT","January 18, 2019","Format: Prime VideoVerified Purchase",2,"Had a hard time paying attention",1
"198","Venom","Already watched 3 times","Amazon Customer","January 12, 2019","Format: Prime VideoVerified Purchase",5,"One of the best movies I have seen in a long time. Hardy is awesome in it. And I like that there was little given to the love story and all on the venom and Hardy",NA
"199","Venom","Venom is awesome","Amazon Customer","December 18, 2018","Format: Blu-rayVerified Purchase",5,"Venom is very funny and good movie",1
"200","Venom","Worth seen","Amazon Customer","December 24, 2018","Format: Prime VideoVerified Purchase",5,"Very good better than I thought",1
"201","Venom","Didn't see in theatre; but was really very good","Photographer Advocate","December 20, 2018","Format: Prime VideoVerified Purchase",5,"Tom Hardy; didn't know much of him but he rocked in this film.  Loved the dual personality scenario, and Venom's penchant for biting of people's heads.  Really fun...",NA
"202","Venom","Action sprinkled with dark humor","Z","January 16, 2019","Format: Prime VideoVerified Purchase",5,"This movie is phenomenal!  If you love the dark humor mixed with some action I recommend it. Hoping they make a sequel, if you haven’t seen it then you shoul.",NA
"203","Venom","Awesome movie","Joel Vetter","December 28, 2018","Format: Prime VideoVerified Purchase",5,"Great movie, highly recommend",1
"204","Venom","This movie sucks","Drew","December 19, 2018","Format: Prime VideoVerified Purchase",1,"I would give this a zero if I could. This movie is not worth renting.",2
"205","Venom","We are Venom","Ginger Marshall","January 10, 2019","Format: Blu-rayVerified Purchase",5,"We absolutely love this movie. Tom Hardy did an amazing job as Eddie Brock and Venom. Action packed. Fast paced but not too rushed. A little humor. Two thumbs up!",NA
"206","Venom","Pretty Good","Tron","February 27, 2019","Format: DVDVerified Purchase",4,"I didn't go see this in Theaters because theaters are overpriced now. I liked the story and special effects, but could've used a bit more of the Venom scenes.",NA
"207","Venom","Funny","Amazon Customer","February 6, 2019","Verified Purchase",5,"This movie was great entertainment.  I loved the funny parts which made for a great way to spend a couple hours just relaxing and enjoying a good movie.",NA
"208","Venom","Really funny","nikki","January 20, 2019","Format: Prime VideoVerified Purchase",4,"This was really good surprisingly lol and funny! I really liked venoms personality they gave him. The creature not the man. I would definitely watch again",NA
"209","Venom","So very dumb,  even a great actor will not make it right, don’t touch i","ETAI","December 31, 2018","Verified Purchase",1,"It is so very dumb even a great actor will not make it right my recommendation don’t touch it you will be a disappointmentAsphalt stick and jump and talk",NA
"210","Venom","Humorous and enjoyable.","AnamCara","March 2, 2019","Format: Prime VideoVerified Purchase",4,"I knew nothing about the venom character, only that I enjoy Tom Hardy and comic book movies. I loved the juxtaposition of the two characters in one.",NA
"211","Venom","A good movie.  Some knee slapping...","W. Gilbert","January 13, 2019","Verified Purchase",4,"The movie was good but I expected more action I think or NOT a knee slapping sort of movie from this actor.  Still,  a good movie and worth the $5.  Enjoy",NA
"212","Venom","Funny moments","Cmz","January 1, 2019","Format: Prime VideoVerified Purchase",4,"Got to love stan lee.  Kinda hokey, moments of bad acting.  Tom Hardy was great...  but I feel they could have done more with the story.  Just didnt draw me in.",NA
"213","Venom","A Marvel Meh","Flaskk","December 18, 2018","Format: Prime VideoVerified Purchase",3,"I only gave it three stars for some humor. A young Captain Picard gets a symbiote and suddenly isn't a complete loser, but still a loser. Carnage was an afterthought in this film and completely disappointing. Definitely needed more Venom and less Tom Hardy.",NA
"214","Venom","Enjoyable.","Timothy Serviss","February 3, 2019","Format: Prime VideoVerified Purchase",4,"I know it’s not actually what we wanted but I enjoyed it.  Of course, I was dying from the flu and half baked from NyQuil, so that may have influenced my POV.",NA
"215","Venom","This version only comes with 30 mins of cast and crew interviews.","Kevin Tamari","December 11, 2018","Verified Purchase",2,"This version only comes with 30 mins of cast and crew interviews. Most of it is on youtube already. Wait for blueray.",2
"216","Venom","Great movie.","LadyLocs","December 19, 2018","Format: DVDVerified Purchase",5,"We really enjoyed this movie!",1
"217","Venom","COOL MOVIE","Momof2","February 21, 2019","Verified Purchase",5,"Awesome movie. Action, Superhero. Hope they make a part 2. Kept us on the edge of our seat. Yes some gross parts. But overall an awesome movie.",NA
"218","Venom","Need to see!!","Gav","January 13, 2019","Format: Prime VideoVerified Purchase",5,"Awesome movie",1
"219","Venom","Entertaining","Jason M","January 24, 2019","Format: Prime VideoVerified Purchase",5,"Great movie if you can set aside that they ignore the whole storyline of Venom first joining with Spiderman and that Eddie started out as a villian.",NA
"220","Venom","Good","DWarlord","February 21, 2019","Verified Purchase",4,"Good, however if the Hollywood chooses to make a non comic book movie resembles the comic book I wish they'd go all in one way or the other.",NA
"221","Venom","<U+0001F60D>","Angelia","January 4, 2019","Verified Purchase",5,"Love this movie",1
"222","Venom","G","DrJekyllMrHyde","January 5, 2019","Format: Prime VideoVerified Purchase",5,"Good movie",1
"223","Venom","Tom Hardy does awesom-Venom is fantastic","Valerie Ross","January 16, 2019","Format: Prime VideoVerified Purchase",5,"I really liked this movie. It was very entertaining. The “monster” (Venom) in this movie is awesome and unlike any we’ve really seen in any of the movies out there. Tom Hardy does a fantastic job!",NA
"224","Venom","Love the quality","Pamela","December 28, 2018","Format: Prime VideoVerified Purchase",5,"Great movie!",1
"225","Venom","Fun and worth a watch","Audi","December 28, 2018","Format: Prime VideoVerified Purchase",4,"I don't understand why people didn't like this movie.  It was fun and entertaining.  Michelle Williams was a little off casting choice I thought.",NA
"226","Venom","Decent little movie even without Spider-Man","chad wilfong","January 23, 2019","Format: Blu-rayVerified Purchase",4,"Have to say much much better than I was expecting. Watched once and was pleasantly surprised and I hope it continues with repeated viewings.",NA
"227","Venom","Eh","goldielocks24","December 30, 2018","Format: Prime VideoVerified Purchase",3,"Very cool effects but not as exciting as I thought it would be. Kinda seemed like they got to a point and was like alright let’s wrap this ish up",NA
"228","Venom","at least 1 star from nostalgia and hardy","Ian Eike-Brown","December 29, 2018","Format: Prime VideoVerified Purchase",3,"Watched 3 times. To make sure. Just an odd finished project. Hardy is always great, but no actor can turn a poor script and flabbergasting directing choices into gold. Venom's voice might have a remixed Predacon. The graphics were the biggest shock. The CG of the symbiotes was just not very good.... that said. I'll watch a Carnage sequel.",NA
"229","Venom","Great movie","ShadowWolf","December 26, 2018","Format: Prime VideoVerified Purchase",5,"Despite all the critics I loved the movie!",1
"230","Venom","Who would like Tom hardy","Angela L.","December 25, 2018","Format: Blu-rayVerified Purchase",5,"Qmazing!!",1
"231","Venom","Better than I exspected.","nike shoe","February 27, 2019","Verified Purchase",3,"Not great. But lots of action some funny things with a love story. I enjoyed it. Was looking for an alien move and this got it done",NA
"232","Venom","a good watch","passionpersonified","January 18, 2019","Format: Prime VideoVerified Purchase",5,"I personally loved Venom. I still am not a fan of Tom Hardy not being able to use his real accent. But I will just have to keep watching.",NA
"233","Venom","I loved it!","menab","January 31, 2019","Format: Prime VideoVerified Purchase",5,"What a great movie and Tom Hardy was awesome! I never read the comics so this was just pure surprise. I've watched the movie many times.",NA
"234","Venom","Better than most","Daniel","January 4, 2019","Format: Prime VideoVerified Purchase",5,"Awesome",1
"235","Venom","Venom is a great addition to Marvel!","myblacklab59","February 18, 2019","Format: Prime VideoVerified Purchase",5,"I absolutely love this movie. Th ed action and humor of Eddie and Venom are outstanding! Great Marvel movie. Would definitely recommend.",NA
"236","Venom","Tom Hardy is awesome","A. Good","March 2, 2019","Verified Purchase",5,"My husband and I loved this movie! Great action scenes and many laughs all throughout. If you have not seen this, watch it now!",NA
"237","Venom","Dumb","Gimel Peterman","December 26, 2018","Format: Prime VideoVerified Purchase",1,"Dumb",1
"238","Venom","Ugh","Jennifer","January 21, 2019","Format: Prime VideoVerified Purchase",2,"What a sad addition in the Marvel verse.",1
"239","Venom","Thought it was funny!","KBkat","February 7, 2019","Verified Purchase",5,"Not everyone likes this movie, but I found it funny. I'm not a big Tom Hardy fan so it was surprising how much I enjoyed it.",NA
"240","Venom","GREAT movie!! Must have, no matter what age group!","LJ A","January 18, 2019","Format: Blu-rayVerified Purchase",5,"AWESOME MOVIE! Thank you. Everything thing an action packed, sci-fi, fantasy, mystery, comedic, watch again same-day movie should have.!",NA
"241","Venom","meh","Patrick Bowen","February 5, 2019","Format: Prime VideoVerified Purchase",3,"Had to watch it...but wasn't really impressed with the stupid lines or Tom Hardys fake American accent. Wouldn't watch again.",NA
"242","Venom","Venom","FN1027","February 12, 2019","Format: Prime VideoVerified Purchase",5,"Overall great movie. It wasbthe perfect amount of funny, adventurous, and exciting! We're a Marvel loving family, and this hit all the marks for us.",NA
"243","Venom","*Fans self*","MouniMou","December 18, 2018","Verified Purchase",5,"How perfect. Humor, action, suspense, couldn't tear my eyes away.. thank the universe for Tom Hardy.. oh.. the movie was great, also.",NA
"244","Venom","Pleasantly surprised","Hayz4040","January 29, 2019","Format: Prime VideoVerified Purchase",5,"Had my doubts but this movie was great. Looking forward to the next one. No spoilers here, but very happy with how venom was portrayed and the personality he had. They nailed it.",NA
"245","Venom","Too bad","Amazon Customer","December 18, 2018","Format: Prime VideoVerified Purchase",2,"Characters are soooooo underdeveloped, that it seemed like a copout. Love the actors, hated the movie.",2
"246","Venom","Good film","Timothy Q","January 4, 2019","Format: Blu-rayVerified Purchase",5,"Well done movie. I thought the acting was pretty good. I didn't feel like they were reading off a chalkboard so that is a win.",NA
"247","Venom","Fun","Kevin","January 6, 2019","Format: Blu-rayVerified Purchase",4,"I thought this was a fun movie. Not great but entertaining if you just want some mindless Marvel related action that has no ties to the Avengers.",NA
"248","Venom","Sooo many snacks, soooo little time .... ;-)-","R1SYN","December 19, 2018","Verified Purchase",5,"Just sit back and enjoy.",1
"249","Venom","Pretty good - Not great","K. Mikel Low","February 6, 2019","Format: Prime VideoVerified Purchase",3,"As a long time artist and comic book fan, I wanted see greater character development because by the end of the movie I wasn’t vested in the lead actor and I’m a supporter of Tom Hardy. Outstanding actor who could’ve knocked this one out of the park. Maybe the next one will do it.",NA
"250","Venom","Another great Marvel film, Tom Hardy rocks!","Stephen Seay","February 7, 2019","Format: Prime VideoVerified Purchase",5,"Loved this movie, very entertaining. Tom Hardy brings everything to the table in this film. This is a thrill ride, leaving you wanting more. Great Job!",NA
"251","Venom","Cheaper than the stores","Toolgiant","January 23, 2019","Verified Purchase",4,"Great movie, would've been great to have some fake blood but I have always liked venom and this movie didn't let me down",NA
"252","Venom","Huge Disappointment","Taylor Anderson","December 21, 2018","Format: Prime VideoVerified Purchase",2,"So disappointed in this movie! I really wanted to like it but just couldn't get on board. Nothing about it was redeemable.",1
"253","Venom","Great","Todd","February 7, 2019","Format: Prime VideoVerified Purchase",4,"Expectations were okay let's see since I've heard so many talking bad about it and I must say to those that read this. Dont always take others words as 100% accurate as everybody has a different opinion.",NA
"254","Venom","Vernon","Kenneth.Roundtree","February 11, 2019","Verified Purchase",5,"This is a very good movie. And I loved that extras after the movie. They put you up to speed on the story line.",NA
"255","Venom","Ehh.....","Stephane Budge","January 16, 2019","Format: Prime VideoVerified Purchase",3,"Good movie, just a bit of a poor story.  Acting and graphics are good from everyone except the villain (didn't care much for his acting).",NA
"256","Venom","Better than expected","SupaGiant","January 10, 2019","Format: Prime VideoVerified Purchase",4,"I don't think Riz Ahmed is a good fit as a villain but, the movie was better than expected. Tom Hardy, a pro as usual.",NA
"257","Venom","Marvelous","Jeep","December 15, 2018","Verified Purchase",5,"I mean TOM HARDY, enough said right there!!! As usual he is stellar!!! The graphics are superb. The humor is the best. The movie grabs your attention and keeps you wanting more. I highly recommend this movie.",1
"258","Venom","Save the $6","Amawhat","December 24, 2018","Format: Prime VideoVerified Purchase",1,"This is probably the worst movie I’ve ever paid for",2
"259","Venom","Great movie","Brittany L.","December 17, 2018","Format: Prime VideoVerified Purchase",5,"Great movie.",1
"260","Venom","Nice","Tammy Sanchez","December 21, 2018","Format: DVDVerified Purchase",5,"Awesome movie",1
"261","Venom","more bark that bite","warren","December 20, 2018","Format: DVDVerified Purchase",3,"started out really good then too much happened too fast.  the silliness overshadowed the actual.  for the very young at brain.",NA
"262","Venom","Watch it, don’t just take my word for it.","Saas Soontar","January 19, 2019","Format: Blu-rayVerified Purchase",5,"Love it! Love love love it!! I don’t know why people give this movie bad reviews. I’m looking forward to Carnage.",NA
"263","Venom","Good but could’ve been better","Gina","January 20, 2019","Verified Purchase",3,"A Good movie worth the price, however it would of been better if they filmed it based on a rated R instead of pg-13.",NA
"264","Venom","We made a good movie","Truth","January 27, 2019","Format: DVDVerified Purchase",5,"Loved it, Definitely interested in a sequel. It was worth buying cause It`s one worthy of watching again for the one liners.",NA
"265","Venom","Worth the Watch","Combat Marine","February 8, 2019","Format: Prime VideoVerified Purchase",3,"Huge Tom Hardy fan from Warrior. This was a very comical, fun story that made me laugh. Good/Evil guy. Lol",NA
"266","Venom","Finding purpose through identity of ""We""","Chris Marinakis","December 15, 2018","Format: Prime VideoVerified Purchase",5,"Wish I could give it 6 stars. I love how realistic MC is. There are ups and downs in life but you cant throw the towel early. Identity of ""WE"" is life changing and having a partner makes one want to better themselves for each others sake. Love that",1
"267","Venom","A dark twist on a superhero film","NHMovieLover","February 26, 2019","Format: DVDVerified Purchase",5,"Dark and fun. A great anti superhero movie. Perfectly cast and well acted. Looking forward to the sequel",NA
"268","Venom","Time you’ll never get back","Cam","January 11, 2019","Format: Prime VideoVerified Purchase",1,"I expected it to be a bad guilty pleasure movie but I would give this negative stars if I could. Almost impressively terrible but not in a fun way even on accident.",NA
"269","Venom","Just rent or buy the movie it's great","jeff","December 17, 2018","Format: Prime VideoVerified Purchase",5,"Effects on this movie we're cool good acting will watch it again",1
"270","Venom","My daughter wanted to watch this movie and I was really liked this movie.","Amazon Customer","January 29, 2019","Format: Prime VideoVerified Purchase",5,"I figured this was another over the top marvel movie.  I liked the film.  It had great action and funny scenes.",NA
"271","Venom","Love The Movie","Juan C. Ortiz Ares","December 26, 2018","Verified Purchase",5,"I know the reviews were low on this movie, but I lived it.  Granted that they could have made a few things better.",NA
"272","Venom","Venom?  Never heard of it but I liked it.","Robyn101","January 11, 2019","Format: Prime VideoVerified Purchase",5,"I normally don't care for comicbook movies, but this one had a lot of humor and didn't try to get too serious.",NA
"273","Venom","Fun movie","Christian","January 22, 2019","Format: Prime VideoVerified Purchase",4,"I enjoyed the movie even though plenty of friends and critics warned it was a waste of time. The banter between Eddie and Venom was enjoyable. Sure some scenes felt a little forced but it was fun :)",NA
"274","Venom","Great movie","Amazon Customer","February 4, 2019","Format: Prime VideoVerified Purchase",5,"Started off slow..and my son has waited months to see it. By the end I'm a fan and I'm ready for the sequal.",NA
"275","Venom","Love this movie!!!","amy","January 18, 2019","Format: Prime VideoVerified Purchase",5,"Have watched over and over! Great movie! Love that it doesn’t have every other word cuss words like so many movies these days!",NA
"276","Venom","Good","Conley78643","December 27, 2018","Format: Prime VideoVerified Purchase",5,"I loved it.",1
"277","Venom","Funny, Tom Hardy at his best!","Amazon Customer","February 25, 2019","Format: Prime VideoVerified Purchase",5,"Tom Hardy is really funny in this. Loved this movie. Hope he is going to join the rest of the Marvel’s!",NA
"278","Venom","Pretty Good","full of it","February 14, 2019","Format: Prime VideoVerified Purchase",4,"Better than I thought it was going to be. Not on the same with Marvels movies, this is a Sony  movie.",NA
"279","Venom","Just okay.","Tameka Stephens","January 30, 2019","Format: Prime VideoVerified Purchase",3,"Not the typical super hero movie i expected.  Was actually funnier than expected though. Overall, it was okay.",NA
"280","Venom","<U+0001F44D><U+0001F3FB>","Michelle","December 11, 2018","Verified Purchase",4,"Enjoyed it very much! Wasn’t sure if I would, but I was pleasantly surprised. I will be waiting for the story to continue<U+0001F602>!",1
"281","Venom","Awesome movie!","James","December 28, 2018","Format: Prime VideoVerified Purchase",5,"Great movie! Don't listen to the critics! Just watch it! I just wish it would have been a bit longer. Especially towards the end.",1
"282","Venom","A+++","Jon Cain","December 15, 2018","Verified Purchase",5,"Loved",1
"283","Venom","Boring","Phil Crescenzo","February 16, 2019","Format: Prime VideoVerified Purchase",3,"I kept waiting for something really great and it never came. I am a Hardy fan but this was just lame.",NA
"284","Venom","Awesome movie","R. Rogge","January 22, 2019","Format: Blu-rayVerified Purchase",5,"Fun plot. Great super hero movie. Could have shown a little more of Tom Hardy's sexy body... just sayin...",NA
"285","Venom","entertaining","winkingdubhe","December 19, 2018","Verified Purchase",5,"Loved it.",1
"286","Venom","Sweet Movie!","Nathan B. Kraft","December 18, 2018","Verified Purchase",5,"I loved it so much just had to view over & over, thought at first it was going to be another Marvel's BIG FlopsIt was worth watching time and again!",NA
"287","Venom","Not to bad, not that good....","Patrick OBrien","January 28, 2019","Verified Purchase",3,"I would have given it 2 stars but I like superhero movies so I gave it 1 extra just for that.  I did enjoy the movie but it isnt going to be one the gets re-watched as much.  Nothing wrong with any of the actors and there were a lot of cool parts to the movie.",NA
"288","Venom","another movie","Lee Miller","January 1, 2019","Format: Blu-rayVerified Purchase",5,"Movies are always good to watch for the most part as long as they are new.  This one meets that standard.",NA
"289","Venom","A+++ Super Movies!!!!!","Kollean Gouyton","January 25, 2019","Verified Purchase",5,"Saw it 3 times on the big screen!  Had to have it downloaded when it came out!  Did NOT disappoint!!!!",NA
"290","Venom","Loved it!","JE","January 13, 2019","Format: Prime VideoVerified Purchase",5,"I know most people didn't love Venom, but my family did. It was appropriate for my 6 year old to watch.",NA
"291","Venom","Amazing","Ness","February 16, 2019","Format: Prime VideoVerified Purchase",5,"A little slow to start I felt but over all this movie was amazing and I didn't want it to end!",NA
"292","Venom","Tom Hardy","patricia hanerfeld","January 9, 2019","Format: Prime VideoVerified Purchase",5,"Loved, Loved the movie.  I knew it would be good because Tom Hardy was in it.  He is the greatest.",NA
"293","Venom","Seemed Short","Tyler Proffet","December 24, 2018","Format: Prime VideoVerified Purchase",4,"Good movie but it just seemed crammed in and too short. Would have liked to see Venom come out more.",NA
"294","Venom","Don’t watch it.","joseph","January 3, 2019","Format: Prime VideoVerified Purchase",1,"Awful movie.",2
"295","Venom","Awesome movie","Donald M Reinard","December 26, 2018","Format: Prime VideoVerified Purchase",5,"Amazing! Great movie. Impact was intense and never a dull moment. Tom Hardy have a great performance!!!",1
"296","Venom","I like movies that have a sense of horror and humor.","AR Grover","December 31, 2018","Format: Blu-rayVerified Purchase",5,"I loved this movie.. I was tickled to see Stan Lee and I loved the laid back humor ""of have a nice day"" after the demise of a really horrible person...",NA
"297","Venom","Fun and worth the time","Amazon Customer","December 23, 2018","Verified Purchase",5,"It starts slow but mid-way it picks up and stays very good to the rest of the movie. Funny and good writting.",NA
